year,Uganda,Nigeria,Rwanda,Senegal,Ethiopia,Algeria,"Egypt, Arab Rep.",South Africa,Morocco,Ghana,Brazil,Colombia,Paraguay,Guatemala,Haiti,Canada,United States,Chile,Argentina,Panama,Philippines,Bangladesh,India,Nepal,Pakistan,China,Singapore,Japan,Malaysia,Thailand,Hungary,Romania,Serbia,Bulgaria,Ukraine,Switzerland,Norway,Iceland,Denmark,Sweden,Oman,Jordan,Lebanon,Iraq,"Yemen, Rep.",United Arab Emirates,Israel,Bahrain,Qatar,Saudi Arabia,Australia,New Zealand,Palau,Kiribati,Marshall Islands,"Micronesia, Fed. Sts.",Nauru,Samoa,Solomon Islands,Tonga,global_education
2004,12.47666645050048,43.2999992370605,7.514706106746898,4.59999990463257,4.6399998664856,23.048500381410143,38.18800048828128,62.9000015258789,20.22285712042524,39.50000061988835,42.8699989318848,39.9199981689453,29.5799999237061,17.58999967575075,8.27411778767904,89.6332176610043,94.2600021362305,75.3099975585938,56.189998626709,53.6599998474121,64.7799987792969,24.29500045776368,23.917427885121317,13.63900012969968,10.921250283718129,49.48800125122068,65.2519973754883,98.2099990844727,44.66800003051758,29.9400005340576,86.9475021362305,77.29399719238285,57.576665242512995,87.46000213623044,85.5800018310547,81.59758705928407,99.7900009155273,95.0999984741211,99.42750167846675,89.0400009155273,35.64400024414062,58.0440002441406,49.79729871492128,22.9286041259766,14.2275915145874,69.10400060017908,95.2200012207031,56.86666742960617,58.7999992370605,42.939998626709,89.0400009155273,69.98944821565051,96.8899993896484,59.64884187079764,91.6399993896484,76.1502532958984,96.8249053955078,72.33744801973043,38.1591262817383,69.14399871826177,43.89725529541874
2005,15.164999723434436,43.2999992370605,7.754117881550508,4.59999990463257,4.6399998664856,23.723000392317793,37.31900062561039,63.1100006103516,20.772034611812895,40.450000643730206,43.9500007629395,41.0900001525879,34.1399993896484,18.619999647140524,9.94823567072551,90.11654221384146,93.879997253418,72.42499923706055,56.189998626709,54.0400009155273,65.06749916076663,25.05000038146974,24.62514214680113,14.15200004577634,11.1800003051758,51.01500129699705,66.629997253418,98.2099990844727,42.9099998474121,29.5650005340576,88.0100021362305,78.78599700927737,63.08999824523925,88.29000244140622,85.5800018310547,84.32206989156786,99.7900009155273,95.0999984741211,99.38500213623044,89.7600021362305,38.53800048828124,60.768000793457,50.91486631857382,22.9286041259766,14.2275915145874,70.8600006103516,85.23500061035155,56.83888965182839,62.07999928792313,44.88777669270834,90.2600021362305,70.72248276420265,96.8899993896484,61.68918194641937,91.6399993896484,76.1502532958984,96.8249053955078,73.67777191965205,38.1591262817383,68.72699813842779,44.55882140506979
2006,17.85333299636839,43.2999992370605,7.993529656354118,4.59999990463257,4.6399998664856,24.397500403225447,36.4500007629395,64.0199966430664,21.32121210320055,41.400000667572066,46.2099990844727,38.2700004577637,32.6599998474121,19.6499996185303,11.62235355377198,90.59986676667864,94.4599990844727,69.5400009155273,56.189998626709,54.3899993896484,65.35499954223636,25.805000305175803,25.332856408480943,14.664999961853,19.9099998474121,52.54200134277342,68.0299987792969,98.2099990844727,48.07499980926512,29.1900005340576,90.26250076293948,80.27799682617189,68.6033312479655,89.120002746582,85.5800018310547,87.04655272385168,99.7799987792969,95.36467437744142,99.34250259399413,90.4300003051758,41.432000732421855,63.49200134277339,52.03243392222636,22.9286041259766,14.2275915145874,71.29666709899907,75.25,56.81111187405062,65.35999933878577,46.83555475870769,90.7799987792969,71.4555173127548,96.8899993896484,63.7295220220411,91.6399993896484,76.1502532958984,96.8249053955078,75.01809581957366,38.1591262817383,68.3099975585938,45.688082956215744
2007,20.541666269302347,42.51151618957515,8.232941431157728,5.119999885559084,4.6399998664856,25.072000414133097,39.80790901184085,65.5299987792969,21.870389594588207,42.350000691413925,48.0699996948242,42.1399993896484,34.9799995422363,20.442720413208026,13.29647143681845,91.0831913195158,94.5849990844727,76.3399963378906,56.189998626709,56.0400009155273,65.64249992370607,26.56000022888186,26.04057067016076,15.17799987792966,19.92000007629395,54.069001388549786,69.2200012207031,98.2099990844727,53.23999977111815,30.915000438690175,92.51499938964844,81.7699966430664,74.11666425069174,90.0100021362305,85.5800018310547,89.77103555613549,99.7799987792969,95.62935028076174,99.3000030517578,91.0299987792969,44.32600097656248,66.21600189208979,53.1500015258789,22.9286041259766,14.2275915145874,71.73333358764651,83.0,56.78333409627284,68.6399993896484,48.78333282470703,91.4700012207031,72.18855186130693,96.8899993896484,65.76986209766284,91.6399993896484,76.1502532958984,96.8249053955078,76.35841971949529,38.1591262817383,72.17599792480472,46.570870302621174
2008,23.2299995422363,41.7230331420898,8.472353205961339,5.639999866485598,5.427499890327457,25.746500425040747,43.1658172607422,65.4599990844727,22.419567085975864,43.300000715255784,50.2200012207031,44.0099983215332,37.0499992370605,21.23544120788575,14.97058931986492,91.56651587235297,94.7099990844727,72.4499969482422,56.189998626709,57.3199996948242,65.9300003051758,27.31500015258792,26.748284931840573,15.69099979400632,19.9300003051758,55.596001434326155,71.3099975585938,98.2099990844727,58.40499973297118,32.64000034332275,94.76749801635742,82.75,79.629997253418,90.4300003051758,85.5800018310547,92.49551838841928,99.7099990844727,95.89402618408204,99.38500213623044,85.1500015258789,47.2200012207031,68.9400024414062,56.231819846413345,22.9286041259766,14.2275915145874,72.17000007629397,83.24499893188475,56.75555631849506,69.1900024414062,50.731110890706375,92.0199966430664,72.92158640985907,96.8899993896484,67.81020217328457,91.6399993896484,76.1502532958984,96.8249053955078,77.6987436194169,38.1591262817383,76.04199829101564,47.371229271378034
2009,23.0749998092651,40.93455009460445,8.711764980764949,6.159999847412112,6.214999914169315,26.421000435948397,46.523725509643555,69.8099975585938,22.96874457736352,44.25000073909764,51.0200004577637,43.7599983215332,38.4500007629395,22.028162002563477,16.644707202911388,92.04984042519013,94.7099990844727,73.4599990844727,56.189998626709,57.5699996948242,66.79999923706055,28.07000007629398,27.455999193520384,16.20399971008298,19.7800006866455,57.12300148010253,71.0599975585938,98.2099990844727,63.5699996948242,34.36500024795532,97.0199966430664,83.379997253418,80.0699996948242,90.9400024414062,85.5800018310547,95.2200012207031,99.6999969482422,96.15870208740238,99.4700012207031,85.8499984741211,49.165000915527344,69.19499969482419,59.31363816694779,22.9286041259766,14.2275915145874,72.60666656494143,83.4899978637695,56.72777854071728,70.0999984741211,52.67888895670572,92.2399978637695,73.6546209584112,96.8899993896484,69.85054224890631,91.6399993896484,76.1502532958984,96.8249053955078,79.03906751933852,38.1591262817383,79.90799865722656,48.12596394941856
2010,22.9200000762939,40.1460670471191,8.95117675556856,6.679999828338627,7.002499938011173,27.095500446856047,49.8816337585449,70.2200012207031,23.517922068751176,45.2000007629395,52.0200004577637,44.3400001525879,37.939998626709,22.8208827972412,18.318825085957855,92.5331649780273,94.9300003051758,73.5500030517578,56.189998626709,62.8899993896484,67.6699981689453,28.82500000000004,28.1637134552002,16.71699962615964,20.6800003051758,58.6500015258789,72.7300033569336,98.2099990844727,65.0800018310547,36.0900001525879,97.3899993896484,83.9499969482422,80.7300033569336,91.7399978637695,85.5800018310547,95.3199996948242,99.6999969482422,96.4233779907227,96.0599975585938,86.5199966430664,51.1100006103516,69.4499969482422,62.395456487482235,22.9286041259766,14.2275915145874,73.0433330535889,83.5199966430664,56.7000007629395,64.5500030517578,54.626667022705064,93.3499984741211,74.38765550696334,96.8899993896484,71.89088232452804,91.6399993896484,76.1502532958984,96.8249053955078,80.37939141926014,38.1591262817383,83.77399902343748,48.870741755035034
2011,11.1500911712646,39.357583999633746,9.190588530372173,7.19999980926514,7.78999996185303,27.7700004577637,55.0772018432617,71.7799987792969,24.067099560138836,43.60104624430341,54.5200004577637,45.5699996948242,42.5099983215332,22.389123916626,19.99294296900433,92.8317565917969,95.0400009155273,74.0199966430664,56.189998626709,59.3300018310547,68.81666564941406,29.5799999237061,27.75,17.2299995422363,19.3099994659424,59.52200164794921,73.1699981689453,98.2099990844727,66.26666768391928,36.9966672261556,97.7900009155273,85.1100006103516,79.8099975585938,92.4100036621094,85.5800018310547,95.379997253418,99.5500030517578,66.6341323852539,96.4800033569336,87.1900024414062,55.57000122070316,69.17010062081475,65.47727480801669,22.9286041259766,14.2275915145874,73.47999954223636,84.3399963378906,58.30000114440922,62.6599998474121,56.57444508870441,93.7399978637695,75.12069005551548,96.8899993896484,73.93122240014978,91.6399993896484,76.1502532958984,96.8249053955078,81.71971531918176,38.1591262817383,87.6399993896484,48.99341738912781
2012,16.9300003051758,38.5691009521484,9.43000030517578,8.384999752044681,9.525793075561516,29.6267514228821,56.264949798584,73.620002746582,24.61627705152649,42.0020917256673,55.689998626709,46.5499992370605,41.8199996948242,21.2199993133545,21.6670608520508,93.0813674926758,95.1399993896484,75.5632095336914,56.189998626709,60.3000011444092,69.96333312988284,30.6100006103516,30.4562587738037,17.62700576782224,24.3700008392334,60.39400177001952,74.0899963378906,98.2099990844727,67.45333353678387,37.9033342997233,97.8899993896484,86.0599975585938,58.447021484375,93.0100021362305,85.5800018310547,95.5699996948242,99.7716674804688,78.3338165283203,99.5199966430664,87.870002746582,60.03000183105472,68.89020429338728,68.55909312855113,22.9286041259766,14.2275915145874,73.9166660308838,84.8399963378906,59.900001525878935,66.6699981689453,58.52222315470375,94.2799987792969,75.85372460406762,96.8899993896484,75.9715624757715,92.10646247863764,76.1502532958984,96.8249053955078,83.06003921910337,38.1591262817383,88.52433122907362,50.32364856253646
2013,14.8729901313782,37.78061790466305,9.410000324249264,9.56999969482422,11.26158618927,31.483502388000502,55.5324516296387,66.6789779663086,25.165454542914148,40.4031372070312,57.1199989318848,48.4000015258789,46.189998626709,22.6900005340576,22.7285987854004,93.3555145263672,95.3899993896484,76.0899963378906,56.189998626709,61.2700004577637,71.1100006103516,28.7399997711182,30.710941791534424,18.02401199340818,25.2199993133545,61.26600189208983,74.7699966430664,98.2099990844727,68.63999938964845,38.810001373291,98.0199966430664,86.6399993896484,81.5699996948242,93.0199966430664,85.5800018310547,95.6930160522461,99.7574234008789,83.1469650268555,99.6999969482422,88.5,64.49000244140628,68.61030796595983,71.64091144908556,37.439998626709,14.2275915145874,74.35333251953126,87.0800018310547,61.50000190734865,69.7900009155273,60.4700012207031,91.0800018310547,76.58675915261976,96.8899993896484,78.01190255139323,92.57292556762692,76.1502532958984,96.8249053955078,84.400363119025,38.1591262817383,89.40866306849885,50.762561740710346
2014,12.8159799575806,36.9921348571777,9.39000034332275,8.395569801330565,10.036300818125394,33.340253353118904,55.4580039978027,75.1500015258789,25.7146320343018,42.152193069458,57.6599998474121,49.6100006103516,47.310001373291,22.6100006103516,23.79013671875,93.6479110717773,95.4300003051758,77.5313339233398,56.189998626709,62.25,68.84000015258793,30.7700004577637,30.96562480926515,18.42101821899412,26.9699993133545,62.13800201416014,75.5199966430664,98.2099990844727,69.82666524251303,43.2921333312988,95.5599975585938,86.120002746582,82.3399963378906,93.0699996948242,85.5800018310547,96.4599990844727,99.0999984741211,98.9182662963867,91.5100021362305,89.0899963378906,68.95000305175785,68.33041163853237,74.72272976962002,34.80519104003908,14.2275915145874,74.78999900817873,87.3899993896484,63.10000228881837,70.9100036621094,61.55000114440915,91.4499969482422,77.3197937011719,93.107795715332,80.05224262701498,93.03938865661618,76.1502532958984,93.78142547607422,85.74068701894662,38.1591262817383,90.29299490792408,51.24892054355944
2015,13.4787950515747,36.20365180969235,9.71992015838623,7.22113990783691,8.811015446980786,35.197004318237305,57.7911262512207,75.4300003051758,25.7146320343018,43.9012489318848,58.8600006103516,50.5299987792969,48.0299987792969,22.4647998809814,24.8516746520996,93.8281555175781,95.4800033569336,78.5100021362305,56.189998626709,63.3800010681152,66.56999969482425,36.4900016784668,31.22030782699588,18.81802444458006,24.5420551300049,63.010002136230455,76.1399993896484,98.2099990844727,71.01333109537762,44.4231071472168,95.7300033569336,86.5299987792969,84.6399993896484,93.6800003051758,85.5800018310547,96.7399978637695,99.120002746582,99.2791137695312,91.629997253418,89.6699981689453,73.4100036621094,68.05051531110492,77.80454809015447,32.17038345336916,14.942790137396912,75.22666549682617,87.8899993896484,64.70000267028809,68.5126342773438,62.6300010681152,92.3899993896484,77.753044128418,93.55350367228186,82.0925827026367,93.50585174560544,76.1502532958984,90.73794555664062,87.08101091886823,38.1591262817383,91.17732674734933,51.58909701879674
2016,14.1416101455688,35.415168762207,13.327147006988517,8.93019008636475,7.58573007583618,37.0537552833557,58.7880935668945,69.5304641723633,25.7146320343018,40.82352447509765,61.3899993896484,52.3699989318848,47.2599983215332,29.1907749176025,25.9132125854492,94.2608032226562,95.6999969482422,78.2450332641602,56.189998626709,63.5999984741211,64.29999923706058,36.9199981689453,31.4749908447266,19.215030670166,68.19580078125,63.88200225830076,76.2699966430664,98.2099990844727,72.1999969482422,42.5999984741211,96.2600021362305,87.1800003051758,85.7200012207031,94.1699981689453,85.5800018310547,96.4400024414062,99.129997253418,99.5080795288086,92.3199996948242,90.25,58.83406829833985,67.77061898367745,80.88636641068891,29.53557586669924,15.657988760206422,75.66333198547363,89.5679702758789,66.3000030517578,73.4800033569336,63.710000991821246,92.379997253418,78.9200744628906,93.99921162923174,78.42742919921874,93.97231483459473,76.1502532958984,87.69446563720703,88.42133481878984,38.1591262817383,92.06165858677454,53.73468715395723
2017,21.287633895874,36.21536445617675,16.9343738555908,10.2600002288818,7.554340044657387,38.9105062484741,73.5100021362305,71.1399993896484,25.7146320343018,37.7458000183105,62.0,53.5499992370605,48.0099983215332,29.419340133667,26.9747505187988,94.6484985351562,95.0186920166016,79.6600036621094,56.189998626709,63.9199981689453,62.0299987792969,38.4599990844727,33.94749450683595,26.6225490570068,27.5699996948242,64.75400238037108,76.8300018310547,98.2099990844727,80.7349472045898,45.5108604431152,96.6059036254883,87.9000015258789,86.3099975585938,94.4400024414062,85.5800018310547,96.3849868774414,99.1399993896484,99.6481857299805,86.5357666015625,90.8099975585938,44.2581329345703,67.49072265625,83.96818473122335,26.90076828002932,16.373187383015935,76.0999984741211,89.4828186035156,68.0699996948242,75.7699966430664,64.7900009155273,92.8199996948242,80.6394119262695,94.4449195861816,74.76227569580077,94.43877792358396,76.1502532958984,84.65098571777345,89.76165871871147,38.1591262817383,92.94599042619976,52.994936089294605
2018,20.84965896606445,37.0155601501465,11.0799999237061,9.60991954803467,7.522950013478593,40.7672572135925,60.8761291503906,71.7822723388672,25.7146320343018,39.32162628173824,63.2000007629395,55.0099983215332,49.25,28.8683757781982,26.9747505187988,94.9135131835938,96.0800018310547,80.5999908447266,56.189998626709,64.0400009155273,67.689998626709,39.8600006103516,36.4199981689453,25.6694593429565,15.75,65.62600250244138,78.0899963378906,98.2099990844727,81.7434310913086,43.7299995422363,96.8993148803711,88.5903091430664,67.5418243408203,94.4749984741211,85.5800018310547,96.6699981689453,98.8222732543945,99.2231063842773,93.7600021362305,95.7392654418945,44.258186340332,77.870002746582,87.0500030517578,24.2659606933594,17.088386005825445,78.25,89.1779251098633,77.8499984741211,78.0411148071289,66.94999949137367,93.4700012207031,81.9472961425781,94.89062754313146,71.0971221923828,94.90524101257324,76.1502532958984,81.60750579833987,91.10198261863307,38.1591262817383,93.830322265625,53.62517938135995
2019,20.4116840362549,34.9043312072754,18.2043857574463,8.94958972930908,7.4915599822998,42.6240081787109,72.4759979248047,68.9000015258789,25.7146320343018,40.897452545165976,64.4599990844727,56.5699996948242,51.0400009155273,29.4500007629395,26.9747505187988,94.8671493530273,97.6509704589844,81.3367691040039,56.189998626709,65.6900024414062,73.3499984741211,41.1300010681152,36.1479682922363,24.7163696289062,22.0699996948242,66.4980026245117,79.4199981689453,98.2099990844727,75.0400009155273,47.6300010681152,97.164665222168,88.8199996948242,88.5699996948242,94.6612014770508,85.5800018310547,96.8600006103516,99.0899963378906,99.4000015258789,88.1112060546875,91.8099975585938,44.2581443786621,77.625,64.0798721313477,24.348875681559267,17.803584628634955,82.0,89.871940612793,78.875,78.9871444702148,69.10999806722003,93.870002746582,81.5637664794922,95.33633550008132,84.1297988891602,95.3717041015625,76.1502532958984,78.56402587890628,92.4423065185547,38.1591262817383,93.93854268391928,54.243167959595624
2020,26.551011085510247,38.64720153808595,14.6015996932983,11.089991251627588,9.983793258667,42.6240081787109,47.6760749816895,78.2951202392578,25.7146320343018,42.47327880859372,66.6600036621094,58.8499984741211,52.4700012207031,31.210762023925803,26.9747505187988,95.2390670776367,96.5500030517578,83.0500030517578,56.189998626709,66.6300010681152,65.7799987792969,43.2450008392334,40.0699996948242,25.65074443817135,24.93270778656005,67.370002746582,80.4599990844727,98.2099990844727,85.0406951904297,49.1190032958984,97.6100006103516,89.5599975585938,69.5346221923828,94.879997253418,85.5800018310547,96.8767700195312,98.509407043457,99.7699966430664,95.0699996948242,96.4730224609375,59.613206863403306,77.379997253418,64.0798721313477,24.43179066975913,18.518783251444468,82.01499938964845,90.5706176757812,79.9000015258789,82.3019485473633,71.2699966430664,94.5800018310547,82.0299987792969,95.7820434570312,84.9617614746094,81.46334838867185,76.1502532958984,75.52054595947268,93.09930928548177,38.1591262817383,94.04676310221352,56.041860868847294
2021,32.6903381347656,42.3900718688965,20.8754482269287,13.230392773946091,12.4760265350342,42.6240081787109,46.8118629455566,83.0400009155273,25.7146320343018,44.049105072021455,67.4000015258789,59.2900009155273,54.310001373291,32.9715232849121,26.9747505187988,95.6152420043945,95.4242782592773,85.0017929077148,56.189998626709,67.5699996948242,64.7939682006836,45.3600006103516,41.2036437988281,26.5851192474365,27.7954158782959,67.370002746582,82.5899963378906,98.2099990844727,86.7094039916992,50.0710372924805,98.0978240966797,90.4599990844727,70.2372970581055,95.1631698608398,85.5800018310547,97.7458801269531,86.59814453125,99.8702087402344,90.3643493652344,94.7414093017578,74.9682693481445,76.16999816894533,64.0798721313477,24.514705657959,19.233981874253978,82.0299987792969,90.4493942260742,80.63500213623045,85.6061859130859,69.5205459594727,94.5199966430664,82.0299987792969,95.7820434570312,84.9617614746094,67.5549926757812,76.1502532958984,72.4770660400391,93.75631205240884,38.1591262817383,94.1549835205078,56.7580354620298
2022,32.6903381347656,64.6892700195312,15.7399997711182,15.3707942962646,12.4760265350342,42.6240081787109,46.8118629455566,76.0601959228516,25.7146320343018,45.6249313354492,67.870002746582,61.2900009155273,57.4799995422363,30.2276496887207,26.9747505187988,95.9839477539062,96.6500015258789,83.1999969482422,56.189998626709,67.1500015258789,63.6305389404297,43.232349395752,40.9599990844727,26.5851192474365,27.7954158782959,67.370002746582,82.9000015258789,98.2099990844727,79.0299987792969,51.1599998474121,98.2849807739258,91.0400009155273,71.1810989379883,95.7140884399414,85.5800018310547,97.873649597168,95.9295043945312,99.8759155273438,90.9987258911133,94.9234924316406,93.2600021362305,74.95999908447267,64.0798721313477,24.514705657959,19.949180497063487,83.4499969482422,90.7246170043945,81.370002746582,86.6500015258789,71.8790893554688,95.0299987792969,82.0299987792969,95.7820434570312,84.9617614746094,67.5549926757812,76.1502532958984,72.4770660400391,94.4133148193359,38.1591262817383,94.1549835205078,57.474699466848776
2023,32.6903381347656,64.6892700195312,20.5178680419922,15.3707942962646,12.4760265350342,42.6240081787109,46.8118629455566,76.9785003662109,25.7146320343018,45.6249313354492,69.9547119140625,62.1794776916504,57.4799995422363,29.9344348907471,26.9747505187988,96.0787582397461,97.8671188354492,85.9587631225586,56.189998626709,67.7313461303711,63.6305389404297,43.232349395752,43.5,26.5851192474365,27.7954158782959,67.370002746582,82.9000015258789,98.2099990844727,79.0299987792969,51.9336051940918,98.2849807739258,91.0400009155273,72.813346862793,95.7140884399414,85.5800018310547,98.0365600585938,95.9295043945312,99.8759155273438,90.9987258911133,94.9234924316406,93.2600021362305,73.75,64.0798721313477,24.514705657959,20.664379119873,83.4499969482422,90.7246170043945,88.5999984741211,86.6500015258789,75.6534576416016,92.3012619018555,82.0299987792969,95.7820434570312,84.9617614746094,67.5549926757812,76.1502532958984,72.4770660400391,94.4133148193359,38.1591262817383,94.1549835205078,58.29754208338771
